Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
40380954,Empress of Forever,Max Gladstone,"Gladstone, Max",,"=""0765395819""","=""9780765395818""",4,3.84,Tor Books,Paperback,480,2019,2019,,2019/06/26,"2019, spl, tradeback","2019 (#2), spl (#35), tradeback (#9)",read,"4.5/5 - One of the most enjoyable books I’ve read in a little while, as it definitely checks all the boxes for me. The setting (and overall tech level of the universe) reminds me a bit of A Fire Upon the Deep.",,,2,,,0,,,,,
28335698,"Tiamat's Wrath (The Expanse, #8)",James S.A. Corey,"Corey, James S.A.",,"=""0316332879""","=""9780316332873""",4,4.57,Orbit Books,Hardcover,534,2019,2019,,2019/06/10,"2019, hardcover, spl","2019 (#1), hardcover (#33), spl (#34)",read,"Still looking forward to more books in the Expanse series, so still pretty damn good.",,,1,,,0,,,,,
34942741,"The Consuming Fire (The Interdependency, #2)",John Scalzi,"Scalzi, John",,"=""""","=""""",3,4.20,Tor Books,Kindle Edition,304,2018,2018,,2019/04/10,"2018, hardcover, spl","2018 (#22), hardcover (#32), spl (#33)",read,"Liked it more than the first book, but it's not really wow-ing me. Still, a pretty fast and light read, so maybe the next book will be good plane reading?",,,1,,,0,,,,,
36952594,"A Blade So Black (Nightmare-Verse, #1)",L.L. McKinney,"McKinney, L.L.",,"=""1250153905""","=""9781250153906""",2,3.69,Imprint,Hardcover,384,2018,2018,,2019/03/22,"2018, ebook, kindle, ya-sjw-book-club","2018 (#21), ebook (#97), kindle (#86), ya-sjw-book-club (#18)",read,"I had high hopes from the beginning, when the author immediately jumps into the action and skips over the training montage, but it fell short of my expectations by the middle of the book. There’s a lot of potential, but overall, I’m not particularly interested in the sequel, despite the book being only the first half of the story.",,,1,,,0,,,,,
38117105,"The Monster Baru Cormorant (The Masquerade, #2)",Seth Dickinson,"Dickinson, Seth",,"=""""","=""""",4,3.86,Tor Books,Kindle Edition,464,2018,2018,,2019/02/26,"2018, hardcover, spl","2018 (#20), hardcover (#31), spl (#32)",read,"A good follow up to the previous book. Pretty much got exactly what I expected and wanted!<br/><br/>That being said, while it was nice to have other characters at Baru’s level, I do hope she gets some more growth in the next book. She wallows in her weakness in this book, and I think that’s enough for me.",,,1,,,0,,,,,
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""9780765397522""",3,4.15,Tor.com,ebook,144,2017,2017,,2018/12/23,"2018, ebook, kindle, own","2018 (#19), ebook (#96), kindle (#85), own (#68)",read,3.5/5 - A fun and fast read.,,,1,,,0,,,,,
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,4.51,Gollancz,Hardcover,513,2018,2018,,2018/12/23,"2018, ebook, kindle, own","2018 (#18), ebook (#95), kindle (#84), own (#67)",read,"3.5/5 - A fun read, but I enjoyed Sanderson’s other YA books more, and the snarky hero bit started to wear on me.",,,1,,,0,,,,,
7159797,Absolute Planetary Book Two,Warren Ellis,"Ellis, Warren",John Cassaday,"=""1401227015""","=""9781401227012""",0,4.52,WildStorm,Hardcover,384,2010,2007,,2018/11/18,,,read,,,,1,,,0,,,,,
209967,Absolute Planetary Book One,Warren Ellis,"Ellis, Warren",John Cassaday,"=""1401203272""","=""9781401203276""",0,4.55,WildStorm,Hardcover,320,2010,2004,,2018/11/18,,,read,,,,1,,,0,,,,,
37638098,Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,Ken Kocienda,"Kocienda, Ken",,"=""1250194466""","=""9781250194466""",4,4.04,St. Martin's Press,Hardcover,264,2018,2018,,2018/11/18,"2018, hardcover, spl","2018 (#17), hardcover (#30), spl (#31)",read,"4.5/5 - This was a fantastic read. I'd highly recommend it if you're at all interested in Apple and/or developing software. The author really captures what programming is like (at least for me), if you're at all interested in a glimpse of that. I particularly enjoyed a look behind the curtain at initial iPhone development, having worked in Windows Mobile during that timeframe.",,,1,,,0,,,,,
36570207,"The Wild Storm, Vol. 2",Warren Ellis,"Ellis, Warren",Jon Davis-Hunt,"=""1401278655""","=""9781401278656""",0,4.09,DC Comics,Paperback,160,2018,2018,,2018/11/11,,,read,,,,1,,,0,,,,,
34690732,"The Wild Storm, Vol. 1",Warren Ellis,"Ellis, Warren","Jon Davis-Hunt, Steve Buccellato, Ivan Plascencia, John Kalisz, Simon Bowland","=""1401274188""","=""9781401274184""",0,3.95,DC Comics,Paperback,168,2017,2017,,2018/11/11,,,read,,,,1,,,0,,,,,
36555403,"East of West, Vol. 8",Jonathan Hickman,"Hickman, Jonathan",Nick Dragotta,"=""1534305564""","=""9781534305564""",0,4.23,Image Comics,Paperback,144,2018,2018,,2018/09/19,,,read,,,,1,,,0,,,,,
34057427,"East of West, Vol. 7",Jonathan Hickman,"Hickman, Jonathan","Nick Dragotta, Frank Martin, Rus Wooton","=""153430214X""","=""9781534302143""",0,4.27,Image Comics,Paperback,128,2017,2017,,2018/09/19,,,read,,,,1,,,0,,,,,
